node_id,cluster_id
54633,0
30374,0
19359,0
5487,0
55105,0
65112,0
24615,0
29767,0
2745,0
5586,0
190,0
4579,0
19366,0
15736,0
47845,0
49431,0
5466,0
1796,0
5488,0
26384,0
5482,0
8582,0
19361,0
3654,0
5152,0
86516,0
13027,0
71094,0
13085,0
5454,0
18411,0
7716,0
7367,0
35578,0
116464,0
19363,0
19357,0
7697,0
55166,0
5447,0
3392,0
132555,0
23919,0
6118,0
5442,0
16871,0
48174,0
19362,0
16882,0
7748,0
30354,0
20773,0
5475,0
8402,0
15982,0
7065,0
12831,0
40452,0
13062,0
14289,0
23918,0
34762,0
25172,0
65920,0
5459,0
30346,0
11272,0
5462,0
26153,0
119271,0
56986,0
1974,0
36458,0
13996,0
14230,0
4941,0
23618,0
42802,0
3084,0
15548,0
41704,0
26557,0
7733,0
5990,0
49989,0
30454,0
2708,0
5147,0
12825,0
7079,0
96487,0
12551,0
23922,0
11505,0
50734,0
6149,0
7744,0
7507,0
7743,0
7735,0
19375,0
32288,0
29676,0
5302,0
34146,0
5464,0
5443,0
12827,0
30774,0
5455,0
28451,0
7724,0
7720,0
5452,0
19364,0
15983,0
5297,0
7742,0
11879,0
5307,0
29790,0
29758,0
15553,0
7236,0
5476,0
24604,0
7562,0
40852,0
30383,0
24512,0
5463,0
5445,0
7715,0
39296,0
7694,0
29687,0
13061,0
23356,0
100571,0
9915,0
42528,0
7734,0
32846,0
18200,0
23358,0
2736,0
5460,0
30553,0
90109,0
19352,0
12448,0
19373,0
5477,0
33383,0
20710,0
36423,0
12814,0
5449,0
13997,0
119223,0
51458,0
3439,0
39253,0
30380,0
5450,0
15555,0
25953,0
82884,0
13064,0
32847,0
13077,0
46063,0
7712,0
35724,0
7731,0
25972,0
48227,0
50105,0
5471,0
15326,0
54253,0
71098,0
50847,0
10817,0
13850,0
27660,0
12829,0
52155,0
29741,0
38947,0
34738,0
7068,0
16994,0
25971,0
15782,0
15082,0
20378,0
5816,0
40775,0
32837,0
17912,0
29752,0
29774,0
44905,0
52607,0
20709,0
5458,0
22865,0
47346,0
11032,0
29754,0
8584,0
41619,0
6119,0
5438,0
15547,0
7696,0
29770,0
23619,0
28460,0
25239,0
29763,0
5299,0
