node_id,cluster_id
170506,0
130958,0
137854,0
130959,0
170505,0
183780,1
2169,1
2170,1
2174,1
2172,1
2173,1
2171,1
153025,2
193235,2
174997,2
193237,2
193239,2
193236,2
193238,2
180440,3
138104,3
197860,3
180441,3
185011,3
185013,3
180442,3
185012,3
106482,4
168336,4
106486,4
106483,4
106485,4
106484,4
168337,4
145786,5
145787,5
145785,5
178454,5
13229,5
165151,5
163494,5
194076,6
147322,6
83408,6
147324,6
147323,6
83407,6
147325,6
144817,7
107911,7
144818,7
144819,7
144820,7
157376,7
184187,7
173741,8
173739,8
173740,8
197541,8
197544,8
197539,8
197542,8
197543,8
197540,8
56998,9
56997,9
106488,9
57003,9
57004,9
183652,9
106471,9
106475,9
106487,9
106476,9
143887,10
143369,10
71089,10
71088,10
143886,10
181240,10
106990,11
176237,11
194048,11
106989,11
186791,11
162912,12
104217,12
162913,12
162914,12
104216,12
172319,12
104215,12
199505,13
199506,13
122294,14
122295,14
122298,14
122297,14
122299,14
122300,14
122296,14
178367,15
153680,15
153679,15
174922,15
174923,15
174924,15
166087,15
177950,15
166936,16
189588,16
166938,16
166937,16
81369,17
81370,17
81372,17
81373,17
198884,18
151824,18
109647,18
189852,18
151825,18
151826,18
109648,18
145504,18
151827,18
198885,18
139139,19
150233,19
198206,19
196811,19
117814,19
189386,19
117815,19
117816,19
150232,19
198205,19
56687,20
188460,20
187198,20
194874,20
56686,20
175620,20
194872,20
191704,20
194873,20
187200,20
127631,21
97805,21
127630,21
97802,21
97801,21
198768,21
127628,21
127632,21
97804,21
97803,21
88542,21
151172,21
151171,21
88541,21
56280,22
52869,22
52873,22
198018,22
178413,22
193785,22
72933,22
56281,22
72932,22
52872,22
72934,22
181132,22
182689,22
52871,22
154681,23
154678,23
63270,23
154682,23
176654,23
68492,23
154679,23
154685,23
154680,23
154684,23
52594,24
52599,24
39446,24
65489,24
155496,24
129890,24
52597,24
39449,24
39445,24
52603,24
65490,24
52592,24
155494,24
92644,24
52596,24
39448,24
112678,24
130535,24
39452,24
52600,24
129889,24
141594,24
39447,24
65488,24
39444,24
52602,24
39451,24
49005,24
92643,24
39450,24
155495,24
52598,24
157656,24
77631,24
52601,24
112677,24
52595,24
92645,24
39453,24
162615,24
92646,24
130504,24
165704,24
75757,25
48543,25
92508,25
112291,25
112294,25
112292,25
112289,25
112290,25
173419,25
162508,25
112293,25
125435,25
125434,25
42869,25
142884,25
42202,25
125436,25
42203,25
175978,25
129452,25
192782,25
125743,26
84373,26
84374,26
170202,26
84376,26
170200,26
76648,26
84383,26
84379,26
170199,26
89185,26
84378,26
84375,26
84381,26
84377,26
89184,26
187764,26
123769,27
104684,27
190963,27
123770,27
176173,27
37714,27
123767,27
190975,27
190970,27
190972,27
64459,28
20085,28
20084,28
34694,28
105890,28
121722,28
170567,28
64492,28
64458,28
34692,28
166047,28
64462,28
64475,28
64476,28
34693,28
64468,28
64479,28
64481,28
64473,28
55797,28
105892,28
64486,28
64455,28
105891,28
64456,28
64478,28
20087,28
64467,28
121721,28
64485,28
64487,28
64488,28
20086,28
150047,28
64490,28
64472,28
64477,28
48954,29
48951,29
189342,29
185605,29
190636,29
48952,29
182614,29
156111,29
177137,29
190335,29
69738,30
187262,30
69741,31
187261,31
69734,32
169059,32
163380,33
178212,33
69754,34
43281,34
110017,35
36872,35
143036,35
62436,35
57006,35
95347,35
57007,35
78306,35
7990,35
50861,35
13055,35
98317,35
68048,35
69898,35
69897,35
97423,35
78308,35
78313,35
143039,35
78309,35
50345,35
69899,35
141562,35
78311,35
62438,35
69900,35
143041,35
187493,35
136908,35
143044,35
78310,35
5705,35
187966,35
62437,35
110018,35
78312,35
163251,35
110016,35
78307,35
50860,35
110019,35
143038,35
136909,35
187487,35
83695,35
135099,36
64557,36
64558,36
64571,36
21248,36
56630,36
64544,36
92624,36
64549,36
5108,36
64582,36
163029,36
78703,36
109387,36
19208,36
64556,36
64545,36
154619,36
4681,36
2614,36
64546,36
137376,36
47636,36
117798,36
147940,36
140002,36
47627,36
56628,36
82151,36
47626,36
199408,36
64580,36
165230,36
57334,36
64575,36
47632,36
135103,36
64562,36
135104,36
135105,36
165231,36
57335,36
64552,36
64566,36
47625,36
64541,36
64554,36
64563,36
64579,36
64567,36
64564,36
64555,36
47623,36
47633,36
57333,36
64581,36
64548,36
64547,36
64540,36
77217,36
47622,36
82153,36
21247,36
21246,36
21251,36
19204,36
78699,36
137364,36
137360,36
78701,36
137362,36
56626,36
21250,36
137366,36
105938,36
56629,36
49869,36
19205,36
84003,36
56625,36
74342,36
137373,36
137363,36
5106,36
5107,36
137368,36
82152,36
56627,36
79174,36
74346,36
137369,36
109388,36
78704,36
109391,36
19209,36
154787,36
137374,36
186940,36
105937,36
137356,36
78700,36
137367,36
154784,36
85369,36
19207,36
19206,36
137371,36
149332,36
149026,36
137365,36
109389,36
137375,36
95658,36
109390,36
21249,36
109385,36
137372,36
137370,36
78702,36
125691,36
137358,36
126505,36
113099,36
194603,36
137359,36
137377,36
137361,36
137357,36
154620,36
4682,36
2615,36
154617,36
154626,36
121670,36
156290,36
147939,36
154622,36
52618,36
115929,36
140001,36
154624,36
105108,36
105109,36
52619,36
115926,36
154615,36
132277,36
64542,36
64561,36
64572,36
47631,36
64551,36
64577,36
64543,36
64569,36
135101,36
165232,36
100444,36
47630,36
64565,36
165229,36
129168,36
47635,36
4688,36
135102,36
47634,36
47628,36
116705,36
47624,36
64573,36
64559,36
135100,36
47629,36
64570,36
64550,36
64553,36
147938,36
115927,36
147941,36
115928,36
177523,36
2612,36
199929,36
26340,36
4683,36
4687,36
128799,36
128812,36
4690,36
4686,36
128805,36
4685,36
128803,36
128798,36
128800,36
9791,36
128808,36
128802,36
128801,36
128810,36
175195,36
4689,36
128807,36
128813,36
128804,36
128809,36
128811,36
4684,36
128806,36
4680,36
74755,37
172471,37
8958,38
47246,38
8963,38
393,38
47293,38
47257,38
47261,38
8977,38
374,38
8960,38
372,38
43288,38
103254,38
8395,38
47312,38
8954,38
32235,38
8978,38
124213,38
386,38
47286,38
152562,38
8962,38
47262,38
47271,38
131717,38
8987,38
161618,38
47274,38
3870,38
36854,38
47305,38
99807,38
135688,38
47300,38
19221,38
47263,38
47259,38
8983,38
375,38
47303,38
8981,38
47294,38
131731,38
378,38
389,38
97388,38
47310,38
390,38
391,38
381,38
182757,38
384,38
166913,38
47313,38
377,38
8980,38
379,38
383,38
192872,38
89805,38
47290,38
136583,38
392,38
39390,38
47283,38
47269,38
8957,38
152554,38
8973,38
6277,38
8974,38
376,38
8971,38
8955,38
8967,38
47254,38
380,38
387,38
385,38
8961,38
8988,38
47267,38
131733,38
8969,38
47280,38
47299,38
38110,38
143403,38
75345,38
47242,38
89810,38
47250,38
47256,38
127395,38
182758,38
47255,38
168124,38
75343,38
47292,38
83961,38
103253,38
64583,38
102094,38
388,38
373,38
32234,38
152559,38
152556,38
47278,38
19224,38
47260,38
118301,38
47247,38
124212,38
2933,38
161617,38
47264,38
47258,38
165452,38
47268,38
154815,38
152561,38
382,38
8968,38
103252,38
152555,38
169439,38
138106,38
83963,38
35028,38
47314,38
8956,38
143431,38
47279,38
47244,38
46874,38
161619,38
75344,38
127396,38
47285,38
131737,38
91710,38
124214,38
83962,38
193144,38
187361,38
171233,38
152640,38
154816,38
39389,38
97386,38
181187,38
64493,38
125410,39
169070,39
69724,39
125413,39
187282,39
124484,39
125417,39
169054,39
152261,39
125430,39
125415,39
69726,39
169065,39
185789,39
7457,39
69725,39
59339,39
169056,39
169072,39
125423,39
124485,39
125429,39
187280,39
59865,39
187252,39
51391,39
125428,39
125407,39
150930,39
158029,39
11119,39
125419,39
169062,39
169067,39
125422,39
125416,39
69737,39
125427,39
125412,39
122316,39
177945,39
82818,39
125406,39
169064,39
156162,39
124486,39
169058,39
69752,39
158374,39
160073,39
153238,39
55310,39
144453,39
55712,39
169068,39
92844,39
125420,39
125404,39
125408,39
31862,39
2179,39
21229,39
69730,39
125411,39
125409,39
160836,39
92842,39
150789,39
125425,39
125426,39
125414,39
125405,39
72406,39
178211,39
169055,39
175353,39
92843,39
158910,39
125421,39
187267,39
125424,39
127686,39
169071,39
91037,39
69740,39
55308,39
169057,39
69731,39
125418,39
49260,39
169060,39
20389,39
187284,39
168173,39
69727,39
164188,39
187254,39
82680,39
149939,39
187275,39
187259,39
187263,39
69745,39
43282,39
187269,39
101562,40
43647,40
150055,40
11516,40
33231,40
41858,40
32289,40
179015,40
68850,40
40773,40
141728,40
61164,40
12839,40
40776,40
173051,40
40781,40
11511,40
40764,40
51922,40
92226,40
74754,40
58898,40
12834,40
185692,40
91498,40
20670,40
50796,40
