node_id,cluster_id
115162,27
150049,27
39110,27
44563,27
91441,27
44567,27
103700,27
86212,27
170472,27
34748,27
22793,27
156438,27
63730,27
44521,27
7398,27
7411,27
35419,27
39111,27
60882,27
44547,27
80648,27
22787,27
7408,27
44536,27
80659,27
47458,27
44562,27
7392,27
76754,27
127287,28
23154,28
68011,28
92057,28
75241,28
166128,28
2643,28
152262,28
17734,29
5773,29
42286,29
35572,30
17087,30
55269,30
19391,30
30858,30
18800,30
119186,30
62307,30
40074,31
50270,31
1123,31
24057,31
62755,31
101545,31
45607,31
114903,31
3995,31
136684,31
79532,31
131135,31
11795,31
159157,31
14774,31
26461,32
26441,32
72097,32
88686,32
6146,32
82098,32
6028,32
9653,32
145458,33
190930,33
188492,33
14172,34
1528,34
96473,34
1507,34
33488,34
46627,34
13272,35
13263,35
13267,35
17510,36
5635,36
39108,36
38320,36
95601,36
120819,36
179288,37
118958,37
179289,37
66775,38
148602,38
176137,38
133079,39
78846,39
184033,39
3803,40
59649,40
33058,40
117800,40
171220,40
48660,40
23762,40
67975,40
37551,41
39385,41
4861,41
524,41
5253,41
97656,41
27611,41
44435,41
16079,42
9823,42
35252,42
103351,42
102083,42
51459,42
78392,42
1292,43
1269,43
37177,43
92809,43
1139,43
50344,43
42097,44
3515,44
16929,44
13483,44
20840,44
49996,44
62796,44
10563,45
18675,45
27218,45
80580,45
37317,46
17726,46
1928,46
97628,46
56140,46
77240,46
40470,46
7016,47
47117,47
30440,47
9244,47
7700,47
46136,47
5539,47
8703,47
10213,47
1921,47
4632,47
41358,47
33677,47
10610,47
4626,47
1320,47
35982,47
42764,47
28131,47
26103,47
18361,47
10649,47
10778,47
32798,47
10245,47
56948,47
31660,47
9208,47
13469,47
22,47
32443,47
3347,47
13327,47
7484,48
41681,48
7549,48
1925,48
47082,48
38033,48
25075,48
61933,48
5403,49
124218,49
101946,49
18331,49
75004,49
5009,49
20326,49
37271,49
31669,50
46578,50
4977,50
4770,51
8159,51
4736,51
55583,51
32627,52
8022,52
48345,52
32405,52
1222,53
126363,53
17027,53
48516,53
71367,53
41078,53
39774,53
86702,53
3140,54
15661,54
2979,54
433,54
36732,54
4204,55
4039,55
7951,55
34170,55
480,55
9843,55
4145,55
53750,55
25429,55
163582,55
1168,55
4159,55
5801,55
8061,55
22421,55
3299,56
22827,56
49989,56
34013,56
6004,56
87716,56
2278,56
11804,56
42357,56
30057,56
30508,56
37927,56
8722,56
2280,56
8375,56
42414,56
3856,56
2028,56
62375,56
34050,56
7081,56
26397,56
3976,56
40654,56
10066,56
2325,56
2283,56
27822,56
31459,56
33222,56
6360,56
32988,56
6326,56
125996,56
15883,56
7621,57
29865,57
667,57
1816,57
1831,57
6103,57
23305,57
12925,57
1809,57
1423,57
6099,57
2458,57
787,57
29948,57
173,57
19720,57
660,57
3835,57
10675,57
9588,57
23304,57
661,57
16688,57
1811,57
8936,57
12340,57
4530,57
17307,57
15651,57
13205,57
3591,57
17390,57
1802,57
14331,57
13169,57
1826,57
9008,57
193,57
662,57
28822,57
71049,57
50936,57
1828,57
6590,57
15449,57
3805,57
6102,57
7032,57
28612,57
9583,57
15646,57
11482,57
9526,57
28145,57
10871,57
9020,57
1800,57
16740,57
28707,57
1788,57
15589,57
4344,57
178,57
10881,57
27286,57
13420,57
9013,57
28728,57
11727,57
1820,57
11666,57
11766,57
27380,57
26774,57
14137,57
1762,57
1818,57
27087,57
29018,57
131,57
17065,57
13345,57
31555,57
8985,57
16548,57
1808,57
9015,57
3595,57
21204,57
1815,57
9004,57
9001,57
20133,57
4668,57
11224,57
6110,57
7586,57
66651,57
12690,57
29956,57
8554,57
39662,57
15878,57
15623,57
21168,57
10980,57
2672,57
7195,57
3092,57
3586,57
12682,57
27920,57
11781,57
14969,57
2930,57
9018,57
52717,57
14339,57
9537,57
28285,57
11667,57
27102,57
8914,57
13769,57
3579,57
7567,57
12835,57
15467,57
2400,57
11209,57
10903,57
23302,57
13216,57
16547,57
28607,57
2435,57
26952,57
69042,57
14030,57
3594,57
13697,57
3575,57
6591,57
10984,57
10927,57
16001,57
9949,57
9026,57
26716,57
39993,57
969,57
14105,57
10862,57
12928,57
10867,57
3129,57
23306,57
8991,57
1899,57
27355,57
14470,57
10573,57
17226,57
55165,57
31547,57
11573,57
3386,57
67885,57
9006,57
6093,57
10042,57
10879,57
16762,57
168,57
29021,57
9525,57
751,57
12325,57
30204,57
12683,57
16579,57
7045,57
13843,57
28530,57
26713,57
2384,57
4069,57
7455,57
41070,57
17066,57
9714,57
6097,57
15545,57
6105,57
130491,57
13061,57
1799,57
21310,57
12336,57
14731,57
3582,57
16706,57
15790,57
13346,57
30310,57
1810,57
67887,57
494,57
2430,57
27001,57
12833,57
6461,57
29368,57
1796,57
10882,57
38087,57
13669,57
30034,57
23425,57
14092,57
168073,57
9002,57
15161,57
10931,57
31525,57
14352,57
10886,57
13400,57
37952,57
27467,57
5960,57
11739,57
1827,57
763,57
10891,57
6108,57
19725,57
510,57
40238,57
10122,57
21107,57
503,57
112318,57
53554,57
57029,57
53539,57
53537,57
112213,57
128892,57
53610,57
57091,57
53558,57
82435,57
